4.55	0	4.55	4.55	2.27	9.09	6.82	15.9	9.09	8.25	2.06	6.19	9.28	6.19	7.22	5.15	11.3	4.12	33	0.337	11.3	0.115	4.07	0.0416	0.214	0.286	0.276	44	0.341	0.182	0.25	54	0.111	0.37	0.296	-42.2	-0.431	0
6.98	0	2.33	2.33	23.3	2.33	6.98	6.98	13.9	8.11	2.7	4.05	4.05	16.2	2.7	5.41	9.46	8.11	29	0.387	6.62	0.0883	2.9	0.0387	0.227	0.253	0.307	43	0.302	0.186	0.349	32	0.125	0.344	0.25	-32.5	-0.433	-1
6.67	0	4.44	2.22	2.22	11.1	4.44	11.1	8.89	8.33	2.08	5.21	4.17	6.25	12.5	8.33	11.5	9.38	36	0.371	7.46	0.0769	3.32	0.0343	0.309	0.247	0.258	45	0.289	0.222	0.222	52	0.327	0.269	0.288	-41.7	-0.43	0
0	0	6.67	8.89	0	6.67	2.22	13.3	8.89	3.7	0	7.41	9.88	2.47	8.64	2.47	13.6	7.41	33	0.402	8.02	0.0979	3.44	0.042	0.293	0.195	0.244	45	0.333	0.178	0.178	37	0.243	0.216	0.324	-39.1	-0.477	1
9.09	6.82	9.09	13.6	2.27	6.82	0	15.9	0	12.8	7.34	8.26	11.9	8.26	5.5	5.5	9.17	0.92	35	0.318	15.5	0.141	4.96	0.0451	0.155	0.391	0.3	44	0.159	0.364	0.295	66	0.152	0.409	0.303	-48.8	-0.444	-1
9.3	2.33	2.33	0	11.6	9.3	0	4.65	6.98	8.7	2.9	5.8	2.9	10.1	10.1	2.9	7.25	7.25	30	0.429	4.93	0.0704	2.04	0.0291	0.257	0.257	0.271	43	0.233	0.233	0.279	27	0.296	0.296	0.259	-39.3	-0.561	0
9.3	0	6.98	4.65	2.33	2.33	4.65	9.3	4.65	6.82	1.14	11.4	5.68	5.68	5.68	10.2	7.95	6.82	30	0.337	3.02	0.0339	1.29	0.0145	0.292	0.303	0.202	43	0.233	0.302	0.186	46	0.348	0.304	0.217	-37.7	-0.423	-1
8.89	4.44	6.67	8.89	4.44	2.22	6.67	6.67	8.89	8.22	4.11	8.22	11	5.48	4.11	8.22	6.85	8.22	28	0.378	8.04	0.109	3.37	0.0455	0.243	0.297	0.243	45	0.222	0.311	0.222	29	0.276	0.276	0.276	-36.9	-0.499	-1
6.82	15.9	4.55	11.4	2.27	6.82	9.09	4.55	9.09	12.7	15.9	4.76	11.1	4.76	6.35	6.35	4.76	7.94	21	0.328	3.34	0.0522	1.41	0.022	0.188	0.375	0.297	44	0.227	0.341	0.273	20	0.1	0.45	0.35	-26.2	-0.409	0
2.27	2.27	6.82	2.27	4.55	6.82	9.09	9.09	15.9	4.6	1.15	5.75	1.15	6.9	4.6	6.9	8.05	13.8	28	0.318	7	0.0796	2.28	0.0259	0.341	0.159	0.227	44	0.386	0.182	0.205	44	0.295	0.136	0.25	-35.1	-0.399	0
4.44	0	4.44	8.89	4.44	6.67	2.22	6.67	4.44	3.95	0	7.89	5.26	2.63	9.21	2.63	3.95	3.95	30	0.39	2.72	0.0354	1.24	0.0161	0.247	0.208	0.195	45	0.2	0.244	0.244	32	0.313	0.156	0.125	-31.6	-0.41	-1
13	0	8.7	2.17	8.7	6.52	4.35	10.9	8.7	10.4	1.49	8.96	1.49	14.9	8.96	5.97	10.4	5.97	26	0.382	10.1	0.148	4.38	0.0643	0.235	0.25	0.353	46	0.261	0.261	0.283	22	0.182	0.227	0.5	-34.7	-0.51	0
0	0	6.67	8.89	6.67	11.1	0	11.1	4.44	0	0	6.02	8.43	3.61	12.1	3.61	14.5	3.61	31	0.369	7.86	0.0936	3.36	0.04	0.286	0.167	0.286	45	0.222	0.178	0.333	39	0.359	0.154	0.231	-39.1	-0.465	-1
4.55	4.55	6.82	4.55	6.82	9.09	6.82	9.09	11.4	4.76	3.57	9.52	2.38	5.95	8.33	9.52	8.33	14.3	32	0.377	2.34	0.0275	1	0.0118	0.353	0.247	0.224	44	0.318	0.25	0.273	41	0.39	0.244	0.171	-35.8	-0.421	1
9.09	0	9.09	2.27	6.82	13.6	2.27	11.4	6.82	9.52	1.19	7.14	4.76	8.33	10.7	3.57	10.7	5.95	34	0.4	7.56	0.089	3.11	0.0366	0.271	0.224	0.294	44	0.341	0.227	0.25	41	0.195	0.22	0.341	-49	-0.576	0
4.44	0	8.89	6.67	2.22	6.67	6.67	8.89	4.44	2.41	2.41	7.23	8.43	4.82	9.64	4.82	10.8	4.82	30	0.357	7.5	0.0893	3.23	0.0384	0.262	0.226	0.25	45	0.289	0.244	0.178	39	0.231	0.205	0.333	-34.1	-0.406	-1
4.65	0	9.3	9.3	4.65	11.6	4.65	11.6	4.65	2.97	0	7.92	8.91	2.97	10.9	2.97	11.9	7.92	39	0.382	4.2	0.0412	1.76	0.0173	0.314	0.176	0.265	43	0.326	0.209	0.256	59	0.305	0.153	0.271	-43.3	-0.425	0
0	6.52	4.35	4.35	10.9	6.52	2.17	6.52	10.9	0	9.72	4.17	2.78	11.1	9.72	4.17	6.94	11.1	30	0.411	4.53	0.0621	2.06	0.0283	0.329	0.137	0.315	46	0.348	0.109	0.283	27	0.296	0.185	0.37	-32.4	-0.444	0
4.55	6.82	4.55	4.55	4.55	9.09	6.82	6.82	9.09	7.69	6.15	4.62	6.15	12.3	9.23	4.62	7.69	6.15	26	0.394	3.81	0.0577	1.69	0.0256	0.227	0.258	0.318	44	0.295	0.25	0.227	22	0.0909	0.273	0.5	-37.3	-0.565	0
6.82	6.82	6.82	6.82	6.82	9.09	6.82	11.4	2.27	4.48	5.97	7.46	7.46	8.96	13.4	5.97	11.9	2.99	25	0.368	3.29	0.0484	1.29	0.019	0.25	0.235	0.353	44	0.227	0.273	0.341	24	0.292	0.167	0.375	-34.9	-0.513	1
2.27	0	9.09	6.82	9.09	2.27	2.27	13.6	4.55	4.35	2.9	10.1	8.7	8.7	5.8	5.8	13	2.9	27	0.386	5.97	0.0852	2.04	0.0292	0.286	0.229	0.286	44	0.295	0.182	0.25	26	0.269	0.308	0.346	-31.2	-0.446	0
6.67	2.22	2.22	2.22	0	13.3	4.44	13.3	11.1	5.5	1.83	7.34	5.5	3.67	12.8	8.26	13.8	4.59	40	0.364	9.15	0.0832	3.58	0.0325	0.3	0.236	0.264	45	0.333	0.2	0.222	65	0.277	0.262	0.292	-45.2	-0.411	0
4.55	4.55	6.82	4.55	11.4	6.82	6.82	6.82	4.55	5.33	2.67	8	4	12	9.33	6.67	8	2.67	28	0.368	12	0.158	5.27	0.0693	0.211	0.224	0.342	44	0.227	0.227	0.318	32	0.188	0.219	0.375	-37.2	-0.489	0
6.82	4.55	0	0	15.9	11.4	6.82	11.4	6.82	5.63	2.82	1.41	2.82	12.7	9.86	4.23	11.3	7.04	21	0.292	11.4	0.159	3.88	0.0539	0.25	0.194	0.319	44	0.273	0.205	0.318	28	0.214	0.179	0.321	-27.6	-0.383	-1
2.08	0	4.17	4.17	6.25	8.33	4.17	10.4	14.6	2.5	0	7.5	3.75	6.25	6.25	7.5	8.75	18.8	31	0.383	6.13	0.0756	2.47	0.0305	0.395	0.173	0.222	48	0.375	0.167	0.229	33	0.424	0.182	0.212	-31.2	-0.386	0
2.22	0	2.22	4.44	6.67	11.1	4.44	11.1	15.6	1.43	0	4.29	2.86	5.71	10	5.71	10	14.3	26	0.366	11.9	0.168	4.6	0.0648	0.38	0.113	0.239	45	0.4	0.133	0.244	26	0.346	0.0769	0.231	-26.4	-0.372	0
0	0	11.9	11.9	4.76	7.14	7.14	16.7	0	1.61	0	11.3	8.06	8.06	9.68	8.06	14.5	1.61	25	0.397	4.03	0.064	1.64	0.0261	0.254	0.206	0.349	42	0.262	0.214	0.333	21	0.238	0.19	0.381	-36.6	-0.581	0
2.22	2.22	8.89	4.44	2.22	6.67	4.44	6.67	6.67	1.41	1.41	7.04	2.82	2.82	11.3	5.63	8.45	9.86	29	0.403	5.64	0.0783	2.37	0.0329	0.361	0.125	0.208	45	0.333	0.133	0.2	27	0.407	0.111	0.222	-29	-0.403	0
2.22	2.22	8.89	4.44	2.22	6.67	4.44	6.67	6.67	5.62	3.37	8.99	5.62	3.37	6.74	7.87	5.62	5.62	35	0.389	6.88	0.0764	2.75	0.0306	0.267	0.222	0.233	45	0.333	0.133	0.2	45	0.2	0.311	0.267	-41.1	-0.457	0
2.22	0	4.44	8.89	2.22	6.67	2.22	11.1	13.3	4.76	2.86	8.57	11.4	5.71	6.67	4.76	13.3	8.57	39	0.368	6.6	0.0623	2.7	0.0254	0.302	0.245	0.264	45	0.378	0.2	0.178	61	0.246	0.279	0.328	-47.3	-0.446	0
2.27	4.55	6.82	11.4	2.27	6.82	0	13.6	4.55	3.26	3.26	6.52	8.7	4.35	8.7	3.26	10.9	7.61	34	0.366	6.38	0.0686	2.56	0.0275	0.29	0.183	0.258	44	0.273	0.205	0.273	49	0.306	0.163	0.245	-39	-0.419	0
4.35	0	2.17	10.9	2.17	6.52	4.35	13	10.9	2.33	0	8.14	6.98	5.81	10.5	4.65	16.3	8.14	33	0.379	7.04	0.081	2.67	0.0307	0.345	0.184	0.253	46	0.283	0.217	0.217	41	0.415	0.146	0.293	-38	-0.437	0
0	2.17	6.52	4.35	6.52	6.52	8.7	13	6.52	2.27	2.27	6.82	6.82	6.82	4.55	6.82	13.6	5.68	31	0.348	8.4	0.0943	3.37	0.0379	0.258	0.225	0.225	46	0.304	0.196	0.217	43	0.209	0.256	0.233	-33.5	-0.376	-1
0	2.22	6.67	4.44	6.67	6.67	6.67	13.3	6.67	1.27	1.27	6.33	5.06	6.33	8.86	6.33	13.9	3.8	28	0.35	2.28	0.0284	0.88	0.011	0.25	0.2	0.25	45	0.289	0.2	0.222	35	0.2	0.2	0.286	-32.7	-0.409	-1
9.09	6.82	2.27	0	4.55	11.4	6.82	9.09	4.55	9.09	4.55	3.41	4.55	13.6	6.82	4.55	7.95	6.82	32	0.36	15.3	0.172	6.7	0.0753	0.191	0.247	0.337	44	0.227	0.273	0.25	45	0.156	0.222	0.422	-45.3	-0.509	-1
4.76	9.52	2.38	9.52	7.14	7.14	2.38	9.52	4.76	5.95	4.76	7.14	7.14	8.33	4.76	7.14	8.33	5.95	28	0.329	4.32	0.0508	1.56	0.0183	0.247	0.247	0.259	42	0.214	0.262	0.31	43	0.279	0.233	0.209	-35.9	-0.423	0
6.67	4.44	4.44	0	6.67	6.67	6.67	6.67	6.67	4.59	2.75	7.34	0.92	4.59	10.1	8.26	9.17	7.34	34	0.309	11.1	0.101	3.78	0.0344	0.336	0.191	0.209	45	0.311	0.178	0.222	65	0.354	0.2	0.2	-32.4	-0.294	0
6.67	4.44	4.44	0	6.67	4.44	4.44	6.67	8.89	7.46	2.99	2.99	0	5.97	7.46	4.48	5.97	5.97	27	0.397	11.8	0.173	4.72	0.0694	0.294	0.191	0.206	45	0.289	0.178	0.244	23	0.304	0.217	0.13	-24.5	-0.36	0
6.67	8.89	2.22	2.22	2.22	11.1	6.67	8.89	6.67	5.81	4.65	4.65	3.49	3.49	8.14	5.81	8.14	9.3	30	0.345	3.98	0.0458	1.35	0.0155	0.287	0.218	0.207	45	0.267	0.267	0.222	42	0.31	0.167	0.19	-29.2	-0.336	-1
8.89	8.89	4.44	2.22	2.22	11.1	4.44	8.89	4.44	6.67	5.33	4	1.33	6.67	6.67	4	9.33	8	25	0.329	4.26	0.056	1.29	0.0169	0.224	0.237	0.224	45	0.222	0.311	0.222	31	0.226	0.129	0.226	-28.7	-0.378	-1
0	0	11.1	8.89	0	6.67	4.44	8.89	8.89	2.35	4.71	10.6	11.8	2.35	4.71	3.53	8.24	7.06	31	0.361	9.15	0.106	3.78	0.0439	0.267	0.256	0.233	45	0.333	0.222	0.178	41	0.195	0.293	0.293	-39.4	-0.458	-1
0	0	5.26	15.8	10.5	15.8	0	15.8	10.5	7.59	2.53	10.1	12.7	10.1	7.59	5.06	8.86	6.33	28	0.35	45.2	0.564	15.9	0.199	0.237	0.3	0.313	20	0.3	0.15	0.4	60	0.217	0.35	0.283	-30.9	-0.386	-1
4.65	0	13.9	16.3	4.65	4.65	0	11.6	4.65	3.7	0	10.2	12	5.56	7.41	3.7	13	4.63	39	0.358	9.99	0.0917	3.9	0.0358	0.257	0.239	0.284	43	0.256	0.279	0.279	66	0.258	0.212	0.288	-43.6	-0.4	-1
0	2.27	11.4	11.4	4.55	9.09	4.55	13.6	4.55	2.22	2.22	8.89	10	4.44	10	2.22	16.7	5.56	34	0.374	6.1	0.0671	2.47	0.0271	0.297	0.22	0.286	44	0.318	0.227	0.273	47	0.277	0.213	0.298	-44.9	-0.493	0
2.27	0	9.09	13.6	4.55	6.82	2.27	11.4	2.27	6.42	0.92	9.17	9.17	4.59	7.34	5.5	11	1.83	39	0.354	0.83	0.0076	0.22	0.002	0.209	0.309	0.255	44	0.205	0.295	0.273	66	0.212	0.318	0.242	-67.6	-0.615	0
9.3	0	6.98	9.3	13.9	2.33	6.98	4.65	11.6	7.62	0	13.3	7.62	11.4	5.71	6.67	11.4	5.71	40	0.377	8.41	0.0793	3.39	0.0319	0.255	0.274	0.302	43	0.256	0.279	0.279	63	0.254	0.27	0.317	-57.2	-0.54	0
6.67	2.22	15.6	6.67	4.44	4.44	8.89	4.44	4.44	13.3	8.89	10	14.4	8.89	3.33	5.56	4.44	3.33	32	0.352	7.68	0.0844	3.44	0.0378	0.165	0.407	0.286	45	0.267	0.333	0.178	46	0.0652	0.478	0.391	-41.3	-0.454	0
2.27	4.55	4.55	11.4	2.27	4.55	0	9.09	11.4	2.13	2.13	5.32	6.38	3.19	7.45	2.13	9.57	8.51	31	0.326	9.57	0.101	3.68	0.0387	0.316	0.168	0.2	44	0.341	0.182	0.205	51	0.294	0.157	0.196	-38.6	-0.406	0
4.55	4.55	4.55	9.09	6.82	4.55	0	4.55	11.4	4.88	4.88	6.1	4.88	8.54	6.1	3.66	7.32	11	33	0.398	2.44	0.0294	1.25	0.015	0.265	0.205	0.289	44	0.25	0.182	0.273	39	0.282	0.231	0.308	-40.5	-0.488	-1
2.33	0	0	9.3	0	11.6	4.65	13.9	11.6	2.94	1.47	4.41	8.82	4.41	11.8	4.41	17.6	8.82	27	0.391	5.08	0.0736	1.8	0.0262	0.333	0.217	0.261	43	0.326	0.233	0.209	26	0.346	0.192	0.346	-33.6	-0.487	-1
4.44	0	6.67	15.6	4.44	0	2.22	13.3	2.22	4.76	0.95	12.4	9.52	4.76	2.86	4.76	12.4	3.81	39	0.368	4.1	0.0387	1.92	0.0181	0.255	0.245	0.255	45	0.244	0.244	0.244	61	0.262	0.246	0.262	-48.8	-0.46	0
2.27	2.27	4.55	4.55	9.09	9.09	4.55	11.4	9.09	1.19	1.19	7.14	4.76	5.95	9.52	5.95	11.9	11.9	35	0.412	5.18	0.061	2.24	0.0263	0.329	0.165	0.271	44	0.295	0.159	0.295	41	0.366	0.171	0.244	-45.1	-0.531	1
4.65	4.65	6.98	6.98	2.33	9.3	6.98	13.9	6.98	5.5	6.42	8.26	8.26	8.26	5.5	7.34	10.1	6.42	34	0.309	8.82	0.0802	3.1	0.0282	0.245	0.264	0.282	43	0.326	0.256	0.233	67	0.194	0.269	0.313	-44.5	-0.405	0
4.55	0	9.09	4.55	6.82	6.82	2.27	9.09	9.09	4.69	0	12.5	4.69	6.25	6.25	3.12	12.5	10.9	25	0.385	5.96	0.0917	2.09	0.0322	0.354	0.2	0.231	44	0.364	0.182	0.205	21	0.333	0.238	0.286	-27.3	-0.42	0
6.67	0	6.67	2.22	2.22	13.3	6.67	8.89	8.89	7.34	2.75	6.42	7.34	7.34	8.26	6.42	8.26	5.5	38	0.345	15.4	0.14	5.54	0.0504	0.236	0.264	0.282	45	0.311	0.267	0.2	65	0.185	0.262	0.338	-43.4	-0.395	-1
0	2.27	6.82	9.09	2.27	2.27	6.82	6.82	11.4	0	1.59	7.94	7.94	1.59	4.76	6.35	7.94	7.94	24	0.375	3.19	0.0499	1.6	0.025	0.313	0.219	0.188	44	0.341	0.227	0.159	20	0.25	0.2	0.25	-20.7	-0.323	0
4.55	0	6.82	11.4	4.55	6.82	2.27	13.6	4.55	4.82	0	4.82	7.23	7.23	8.43	1.2	12.1	4.82	24	0.286	7.32	0.0872	2.28	0.0272	0.238	0.179	0.274	44	0.273	0.25	0.25	40	0.2	0.1	0.3	-31.2	-0.372	0
9.3	2.33	9.3	6.98	11.6	4.65	6.98	6.98	6.98	5.97	1.49	7.46	4.48	11.9	2.99	5.97	8.96	5.97	24	0.353	1.19	0.0176	0.48	0.0071	0.25	0.191	0.294	43	0.279	0.256	0.279	25	0.2	0.08	0.32	-33.2	-0.488	0
0	2.22	6.67	8.89	2.22	6.67	0	6.67	6.67	2.83	0.94	9.43	8.49	0.94	11.3	2.83	11.3	3.77	41	0.383	14.6	0.137	5.5	0.0514	0.28	0.206	0.252	45	0.267	0.156	0.244	62	0.29	0.242	0.258	-41	-0.383	0
4.35	2.17	8.7	4.35	6.52	6.52	4.35	8.7	8.7	6.76	2.7	5.41	2.7	12.2	8.11	2.7	8.11	8.11	24	0.32	6.76	0.0901	2.41	0.0321	0.267	0.213	0.267	46	0.283	0.239	0.239	29	0.241	0.172	0.31	-29.1	-0.389	0
6.82	2.27	6.82	4.55	9.09	2.27	4.55	4.55	9.09	5.88	1.47	10.3	2.94	7.35	5.88	5.88	7.35	13.2	27	0.391	5.37	0.0778	2.02	0.0292	0.319	0.217	0.246	44	0.25	0.25	0.25	25	0.44	0.16	0.24	-28.9	-0.419	0
2.27	0	4.55	0	4.55	11.4	4.55	9.09	11.4	6.67	1.33	5.33	4	5.33	10.7	5.33	9.33	9.33	31	0.408	4.75	0.0625	2.19	0.0288	0.276	0.237	0.25	44	0.295	0.159	0.25	32	0.25	0.344	0.25	-35.6	-0.468	-1
2.22	0	6.67	2.22	6.67	8.89	6.67	13.3	6.67	4.17	0	6.94	4.17	6.94	6.94	6.94	9.72	8.33	29	0.397	6.34	0.0868	2.6	0.0356	0.329	0.192	0.233	45	0.356	0.133	0.244	28	0.286	0.286	0.214	-31.8	-0.436	0
6.82	4.55	4.55	2.27	4.55	6.82	9.09	9.09	13.6	3.45	2.3	8.05	2.3	8.05	8.05	9.2	9.2	12.6	31	0.352	8.71	0.0989	3.45	0.0392	0.352	0.193	0.25	44	0.364	0.227	0.205	44	0.341	0.159	0.295	-35.4	-0.402	1
6.82	2.27	6.82	2.27	4.55	6.82	13.6	6.82	9.09	7.35	1.47	8.82	2.94	4.41	7.35	11.8	7.35	8.82	25	0.368	1.84	0.027	0.49	0.0072	0.294	0.265	0.235	44	0.295	0.25	0.25	24	0.292	0.292	0.208	-33.9	-0.499	0
6.67	0	13.3	8.89	2.22	6.67	6.67	11.1	2.22	3.16	1.05	10.5	8.42	2.11	9.47	6.32	10.5	7.37	35	0.365	12.4	0.129	4.72	0.0491	0.333	0.198	0.24	45	0.289	0.244	0.244	51	0.373	0.157	0.235	-31.3	-0.323	0
0	2.27	6.82	6.82	4.55	6.82	6.82	11.4	4.55	2.17	2.17	7.61	4.35	5.43	7.61	7.61	13	7.61	38	0.413	3.44	0.0374	1.68	0.0183	0.326086957	0.206521739	0.25	44	0.272727273	0.204545455	0.272727273	48	0.375	0.208333333	0.229166667	-46.2	-0.502173913	0
0	0	10	5	5	5	5	5	5	0	0	15.6	5.19	6.49	5.19	13	5.19	11.7	24	0.308	9.18	0.118	4.04	0.0518	0.359	0.231	0.205	21	0.286	0.19	0.19	57	0.386	0.246	0.211	-23.8	-0.305	1
4.35	0	4.35	0	0	4.35	8.7	4.35	17.4	1.85	0	9.26	1.85	2.78	4.63	7.41	8.33	13	35	0.324	8.26	0.0765	2.86	0.0265	0.398148148	0.157407407	0.166666667	23	0.434782609	0.173913043	0.130434783	85	0.388235294	0.152941176	0.176470588	-28.5	-0.263888889	1
2.22	8.88	2.22	2.22	2.22	8.88	2.22	4.44	6.66	1.72	6.7	1.72	3.45	1.72	10.3	3.45	6.7	6.7	27	0.37	3.69	0.0505	1.54	0.0211	0.275862069	0.172413793	0.224137931	45	0.288888889	0.177777778	0.2	13	0.230769231	0.153846154	0.307692308	-19.3	-0.332758621	-1
2.33	11.6	2.33	4.65	2.33	9.3	2.33	6.98	11.6	1.37	8.22	5.48	6.85	2.74	6.85	4.11	8.22	8.22	21	0.362	1.68	0.0289	0.83	0.0143	0.287671233	0.232876712	0.219178082	43	0.348837209	0.186046512	0.23255814	30	0.2	0.3	0.2	-32.3	-0.442465753	0
2.27	0	9.09	2.27	2.27	9.09	2.27	6.82	9.09	4.69	0	7.81	3.13	6.25	7.81	1.56	7.81	6.25	22	0.344	7.85	0.123	2.57	0.0401	0.265625	0.1875	0.234375	44	0.340909091	0.159090909	0.181818182	20	0.1	0.25	0.35	-27.5	-0.4296875	0
0.05	0	0.05	0	0.05	0.05	0.05	0	0	6.96	1.74	10.4	4.35	3.48	10.4	6.96	9.57	4.35	39	0.339	9.58	0.0833	3.07	0.0267	0.27826087	0.286956522	0.217391304	20	0.2	0.2	0.15	95	0.294736842	0.305263158	0.231578947	-51.53	-0.448086957	1
13.3	0	8.89	0	4.44	6.67	11.1	6.67	13.3	8.57	1.43	8.57	1.43	0.1	4.29	8.57	7.14	0.1	24	0.343	9.54	0.136	3.78	0.0539	0.3	0.228571429	0.257142857	45	0.355555556	0.266666667	0.177777778	25	0.2	0.16	0.4	-31.22	-0.446	-1
14.3	0	4.76	0	4.76	9.52	9.52	0	14.3	0.08	0	6.67	1.33	6.67	9.33	0.08	0.08	9.33	26	0.347	10.6	0.142	3.99	0.0532	0.266666667	0.213333333	0.253333333	21	0.285714286	0.285714286	0.238095238	54	0.259259259	0.185185185	0.259259259	-26.4	-0.352	-1
5	5	0	10	10	5	0	5	0	8.45	4.23	4.23	4.23	5.63	7.04	5.63	4.23	7.04	27	0.375	2.8	0.0389	1.07	0.0149	0.236	0.25	0.222	21	0.0952	0.19	0.381	51	0.294	0.275	0.157	-39.2	-0.544	1
9.09	4.55	4.55	0	0	4.55	0	4.55	13.6	5.56	2.78	6.94	4.17	8.33	6.94	4.17	8.33	9.72	30	0.417	2.9	0.0402	1.34	0.0186	0.291666667	0.222222222	0.25	22	0.318181818	0.227272727	0.136363636	50	0.28	0.22	0.3	-45.7	-0.634722222	-1
4.44	0	4.44	2.22	2.22	6.67	2.22	8.89	6.67	3.9	0	7.79	6.49	5.19	3.9	2.6	7.79	7.79	29	0.377	3.76	0.0488	1.33	0.0172	0.311688312	0.181818182	0.207792208	45	0.355555556	0.133333333	0.155555556	32	0.25	0.25	0.28125	-32.84	-0.426493506	0
8.7	0	8.7	0	0	4.35	4.35	4.35	13	2.78	0	4.17	2.78	1.39	2.78	4.17	9.72	9.72	29	0.403	5.9	0.0819	2.38	0.0331	0.347222222	0.152777778	0.180555556	45	0.355555556	0.133333333	0.155555556	27	0.333333333	0.185185185	0.222222222	-25.3	-0.351388889	0
4.55	0	18.2	0	0	4.55	13.6	4.55	9.09	6.32	3.16	10.5	7.37	11.6	9.47	5.26	10.5	8.42	39	0.411	6.41	0.0675	2.38	0.0251	0.315789474	0.231578947	0.305263158	44	0.409090909	0.159090909	0.227272727	51	0.235294118	0.294117647	0.37254902	-48.7	-0.512631579	0
11.3636	2.2727	9.0909	0	15.9091	6.8182	2.2727	6.8182	2.2727	11.69	1.3	11.69	5.19	12.99	3.9	6.49	6.49	2.6	22	0.2821	15.09	0.1935	6	0.0769	0.21795	0.30769	0.26923	44	0.22727	0.27273	0.29545	34	0.20588	0.35294	0.23529	-29.3	-0.37564	0
0	0	0	0	0	15.7895	10.8033	10.8033	15.7895	5.75	0	5.75	1.15	3.45	6.9	5.75	10.34	10.34	32	0.3636	22.18	0.252	8.15	0.0926	0.31818	0.20455	0.20455	19	0.42105	0.15789	0.15789	69	0.28986	0.21739	0.21739	-27.6	-0.31364	1
6.9767	0	13.9535	6.9767	9.3023	4.6512	6.9767	9.3023	0	5	0	13.33	6.67	6.67	6.67	8.33	10	0	17	0.2787	4.06	0.0665	1.34	0.022	0.22951	0.29508	0.2459	43	0.23256	0.32558	0.25581	18	0.22222	0.22222	0.22222	-27.3	-0.44754	0
2.2727	0	9.0909	2.2727	9.0909	11.3636	9.0909	13.6364	6.8182	7.04	0	7.04	4.23	8.45	11.27	7.04	12.68	4.23	27	0.375	6.88	0.0956	2.84	0.0395	0.27778	0.20833	0.29167	44	0.29545	0.18182	0.27273	28	0.25	0.25	0.32143	-34.4	-0.47778	0
